"","x"
"3530","RAB6B"
"3531","SLCO2A1"
"3532","RYK"
"3533","AMOTL2"
"3534","ANAPC13"
"3535","CEP63"
"3536","EPHB1"
"3537","PPP2R3A"
"3538","MSL2"
"3539","PCCB"
"3540","STAG1"
"3541","SLC35G2"
"3542","NCK1-DT"
"3543","AC096992.2"
"3544","NCK1"
"3545","IL20RB"
"3546","AC016252.1"
"3547","DZIP1L"
"3548","DBR1"
"3549","ARMC8"
"3550","MRAS"
"3551","CEP70"
"3552","FAIM"
"3553","PIK3CB"
"3554","MRPS22"
"3555","AC024933.1"
"3556","COPB2"
"3557","AC046134.2"
"3558","RBP1"
"3559","NMNAT3"
"3560","SLC25A36"
"3561","PXYLP1"
"3562","ZBTB38"
"3563","RASA2"
"3564","RNF7"
"3565","ATP1B3"
"3566","TFDP2"
"3567","GK5"
"3568","XRN1"
"3569","ATR"
"3570","PLS1"
"3571","TRPC1"
"3572","PCOLCE2"
"3573","U2SURP"
"3574","AC026304.1"
"3575","CHST2"
"3576","AC018450.1"
"3577","SLC9A9"
"3578","DIPK2A"
"3579","AC107021.2"
"3580","PLOD2"
"3581","PLSCR4"
"3582","PLSCR2"
"3583","PLSCR1"
"3584","AGTR1"
"3585","CPA3"
"3586","GYG1"
"3587","HLTF"
"3588","HPS3"
"3589","CP"
"3590","TM4SF18"
"3591","TM4SF1"
"3592","WWTR1"
"3593","COMMD2"
"3594","RNF13"
"3595","PFN2"
"3596","TSC22D2"
"3597","SERP1"
"3598","EIF2A"
"3599","SELENOT"
"3600","ERICH6-AS1"
"3601","SIAH2"
"3602","GPR171"
"3603","P2RY14"
"3604","P2RY13"
"3605","SUCNR1"
"3606","MBNL1"
"3607","MBNL1-AS1"
"3608","P2RY1"
"3609","RAP2B"
"3610","ARHGEF26"
"3611","DHX36"
"3612","MME"
"3613","PLCH1"
"3614","C3orf33"
"3615","SLC33A1"
"3616","GMPS"
"3617","KCNAB1"
"3618","AC091607.2"
"3619","AC084036.1"
"3620","SSR3"
"3621","TIPARP-AS1"
"3622","TIPARP"
"3623","LINC00886"
"3624","LEKR1"
"3625","LINC00880"
"3626","CCNL1"
"3627","AC092944.1"
"3628","VEPH1"
"3629","PTX3"
"3630","SLC66A1L"
"3631","SHOX2"
"3632","RSRC1"
"3633","AC106707.1"
"3634","MLF1"
"3635","GFM1"
"3636","LXN"
"3637","AC080013.4"
"3638","AC080013.6"
"3639","RARRES1"
"3640","MFSD1"
"3641","AC080013.1"
"3642","AC080013.3"
"3643","IQCJ-SCHIP1"
"3644","IL12A"
"3645","C3orf80"
"3646","IFT80"
"3647","SMC4"
"3648","TRIM59"
"3649","KPNA4"
"3650","AC069224.1"
"3651","PPM1L"
"3652","B3GALNT1"
"3653","NMD3"
"3654","LINC01322"
"3655","BCHE"
"3656","PDCD10"
"3657","SERPINI1"
"3658","GOLIM4"
"3659","MECOM"
"3660","ACTRT3"
"3661","MYNN"
"3662","LRRC34"
"3663","AC078795.2"
"3664","SEC62"
"3665","GPR160"
"3666","PHC3"
"3667","PRKCI"
"3668","SKIL"
"3669","CLDN11"
"3670","RPL22L1"
"3671","EIF5A2"
"3672","TNIK"
"3673","PLD1"
"3674","FNDC3B"
"3675","TNFSF10"
"3676","NCEH1"
"3677","ECT2"
"3678","NLGN1"
"3679","NAALADL2"
"3680","TBL1XR1"
"3681","LINC02015"
"3682","ZMAT3"
"3683","PIK3CA"
"3684","KCNMB3"
"3685","ZNF639"
"3686","MFN1"
"3687","GNB4"
"3688","AC007620.2"
"3689","ACTL6A"
"3690","AC090425.2"
"3691","MRPL47"
"3692","NDUFB5"
"3693","USP13"
"3694","TTC14"
"3695","FXR1"
"3696","DNAJC19"
"3697","ATP11B"
"3698","DCUN1D1"
"3699","MCCC1"
"3700","LAMP3"
"3701","MCF2L2"
"3702","B3GNT5"
"3703","KLHL6"
"3704","KLHL6-AS1"
"3705","KLHL24"
"3706","YEATS2"
"3707","MAP6D1"
"3708","PARL"
"3709","ABCC5"
"3710","EIF2B5"
"3711","DVL3"
"3712","AP2M1"
"3713","ABCF3"
"3714","ALG3"
"3715","EEF1AKMT4"
"3716","CAMK2N2"
"3717","PSMD2"
"3718","EIF4G1"
"3719","FAM131A"
"3720","CLCN2"
"3721","POLR2H"
"3722","THPO"
"3723","CHRD"
"3724","EPHB3"
"3725","MAGEF1"
"3726","AC107294.2"
"3727","VPS8"
"3728","C3orf70"
"3729","EHHADH"
"3730","MAP3K13"
"3731","TMEM41A"
"3732","LIPH"
"3733","SENP2"
"3734","IGF2BP2"
"3735","TRA2B"
"3736","ETV5"
"3737","DGKG"
"3738","CRYGS"
"3739","TBCCD1"
"3740","DNAJB11"
"3741","KNG1"
"3742","EIF4A2"
"3743","RFC4"
"3744","ST6GAL1"
"3745","RPL39L"
"3746","MASP1"
"3747","RTP4"
"3748","BCL6"
"3749","LPP-AS2"
"3750","LPP"
"3751","TPRG1"
"3752","P3H2"
"3753","CLDN1"
"3754","CLDN16"
"3755","IL1RAP"
"3756","OSTN-AS1"
"3757","UTS2B"
"3758","CCDC50"
"3759","FGF12"
"3760","MB21D2"
"3761","OPA1"
"3762","HES1"
"3763","LINC00887"
"3764","CPN2"
"3765","ATP13A3"
"3766","LINC00884"
"3767","AC108676.1"
"3768","TMEM44-AS1"
"3769","TMEM44"
"3770","AC046143.1"
"3771","AC046143.2"
"3772","LSG1"
"3773","FAM43A"
"3774","XXYLT1"
"3775","ACAP2"
"3776","PPP1R2"
"3777","APOD"
"3778","AC233280.1"
"3779","MUC20"
"3780","TNK2"
"3781","TFRC"
"3782","SLC51A"
"3783","PCYT1A"
"3784","TCTEX1D2"
"3785","TM4SF19-AS1"
"3786","TM4SF19"
"3787","UBXN7"
"3788","RNF168"
"3789","WDR53"
"3790","FBXO45"
"3791","LINC01063"
"3792","NRROS"
"3793","PIGX"
"3794","CEP19"
"3795","PAK2"
"3796","SENP5"
"3797","NCBP2"
"3798","NCBP2AS2"
"3799","PIGZ"
"3800","MELTF"
"3801","MELTF-AS1"
"3802","DLG1"
"3803","BDH1"
"3804","AC024560.3"
"3805","AC024560.4"
"3806","RUBCN"
"3807","FYTTD1"
"3808","AC055764.2"
"3809","LRCH3"
"3810","IQCG"
"3811","RPL35A"
"3812","LMLN"
"3813","ZNF595"
"3814","ZNF718"
"3815","AC253576.2"
"3816","AC079140.6"
"3817","ZNF141"
"3818","AC092574.1"
"3819","ZNF721"
"3820","PIGG"
"3821","PDE6B"
"3822","AC107464.3"
"3823","ATP5ME"
"3824","MYL5"
"3825","SLC49A3"
"3826","PCGF3"
"3827","AC139887.2"
"3828","CPLX1"
"3829","GAK"
"3830","TMEM175"
"3831","DGKQ"
"3832","SLC26A1"
"3833","IDUA"
"3834","FGFRL1"
"3835","RNF212"
"3836","SPON2"
"3837","CTBP1"
"3838","CTBP1-DT"
"3839","MAEA"
"3840","UVSSA"
"3841","CRIPAK"
"3842","AC147067.2"
"3843","AC147067.1"
"3844","FAM53A"
"3845","SLBP"
"3846","AC016773.1"
"3847","TACC3"
"3848","TMEM129"
"3849","FGFR3"
"3850","LETM1"
"3851","NSD2"
"3852","NELFA"
"3853","C4orf48"
"3854","POLN"
"3855","HAUS3"
"3856","MXD4"
"3857","ZFYVE28"
"3858","RNF4"
"3859","FAM193A"
"3860","TNIP2"
"3861","SH3BP2"
"3862","ADD1"
"3863","MFSD10"
"3864","NOP14-AS1"
"3865","NOP14"
"3866","GRK4"
"3867","HTT"
"3868","MSANTD1"
"3869","RGS12"
"3870","LRPAP1"
"3871","LINC02600"
"3872","ADRA2C"
"3873","TMEM128"
"3874","LYAR"
"3875","ZBTB49"
"3876","STX18"
"3877","STX18-AS1"
"3878","MSX1"
"3879","CYTL1"
"3880","STK32B"
"3881","LINC01587"
"3882","EVC2"
"3883","EVC"
"3884","CRMP1"
"3885","JAKMIP1"
"3886","WFS1"
"3887","MAN2B2"
"3888","MRFAP1"
"3889","LINC02482"
"3890","AC093323.1"
"3891","LINC002481"
"3892","S100P"
"3893","MRFAP1L1"
"3894","BLOC1S4"
"3895","KIAA0232"
"3896","TBC1D14"
"3897","AC097382.3"
"3898","CCDC96"
"3899","TADA2B"
"3900","GRPEL1"
"3901","LINC02447"
"3902","SORCS2"
"3903","AFAP1"
"3904","ABLIM2"
"3905","SH3TC1"
"3906","HTRA3"
"3907","AC104825.1"
"3908","ACOX3"
"3909","TRMT44"
"3910","AC105345.1"
"3911","AC108519.1"
"3912","SLC2A9"
"3913","AC005674.2"
"3914","WDR1"
"3915","ZNF518B"
"3916","CLNK"
"3917","HS3ST1"
"3918","AC006230.1"
"3919","AC005699.1"
"3920","RAB28"
"3921","BOD1L1"
"3922","CPEB2"
"3923","C1QTNF7"
"3924","CC2D2A"
"3925","FBXL5"
"3926","FAM200B"
"3927","BST1"
"3928","CD38"
"3929","FGFBP2"
"3930","PROM1"
"3931","TAPT1"
"3932","TAPT1-AS1"
"3933","LDB2"
"3934","QDPR"
"3935","LAP3"
"3936","MED28"
"3937","FAM184B"
"3938","DCAF16"
"3939","NCAPG"
"3940","LCORL"
"3941","SLIT2"
"3942","PACRGL"
"3943","KCNIP4"
"3944","AC096576.6"
"3945","ADGRA3"
"3946","PPARGC1A"
"3947","DHX15"
"3948","SOD3"
"3949","CCDC149"
"3950","LGI2"
"3951","SEPSECS"
"3952","SEPSECS-AS1"
"3953","PI4K2B"
"3954","ZCCHC4"
"3955","ANAPC4"
"3956","SEL1L3"
"3957","SMIM20"
"3958","RBPJ"
"3959","TBC1D19"
"3960","STIM2"
"3961","PCDH7"
"3962","ARAP2"
"3963","C4orf19"
"3964","RELL1"
"3965","PGM2"
"3966","TBC1D1"
"3967","KLF3-AS1"
"3968","KLF3"
"3969","TLR10"
"3970","TLR1"
"3971","TLR6"
"3972","FAM114A1"
"3973","TMEM156"
"3974","KLHL5"
"3975","WDR19"
"3976","RFC1"
"3977","RPL9"
"3978","LIAS"
"3979","UGDH"
"3980","AC021148.2"
"3981","SMIM14"
"3982","UBE2K"
"3983","PDS5A"
"3984","N4BP2"
"3985","AC095057.3"
"3986","RHOH"
"3987","RBM47"
"3988","NSUN7"
"3989","APBB2"
"3990","UCHL1"
"3991","LIMCH1"
"3992","TMEM33"
"3993","DCAF4L1"
"3994","AC106052.1"
"3995","SLC30A9"
"3996","SHISA3"
"3997","ATP8A1"
"3998","GUF1"
"3999","GNPDA2"
"4000","AC096586.1"
"4001","COMMD8"
"4002","ATP10D"
"4003","AC107068.1"
"4004","NFXL1"
"4005","NIPAL1"
"4006","TXK"
"4007","TEC"
"4008","SLAIN2"
"4009","FRYL"
"4010","OCIAD1"
"4011","OCIAD2"
"4012","DCUN1D4"
"4013","AC027271.1"
"4014","LRRC66"
"4015","SGCB"
"4016","SPATA18"
"4017","USP46"
"4018","USP46-AS1"
"4019","DANCR"
"4020","RASL11B"
"4021","SCFD2"
"4022","FIP1L1"
"4023","LNX1"
"4024","AC110792.3"
"4025","CHIC2"
"4026","PDGFRA"
"4027","KIT"
"4028","KDR"
"4029","SRD5A3"
"4030","SRD5A3-AS1"
"4031","AC069200.1"
"4032","TMEM165"
"4033","CLOCK"
"4034","NMU"
"4035","EXOC1"
"4036","AC110611.1"
"4037","AC110611.2"
"4038","CEP135"
"4039","AASDH"
"4040","PPAT"
"4041","AC068620.2"
"4042","PAICS"
"4043","SRP72"
"4044","ARL9"
"4045","HOPX"
"4046","SPINK2"
"4047","REST"
"4048","AC069307.1"
"4049","NOA1"
"4050","POLR2B"
"4051","IGFBP7"
"4052","IGFBP7-AS1"
"4053","ADGRL3"
"4054","AC104806.2"
"4055","CENPC"
"4056","STAP1"
"4057","UBA6"
"4058","UBA6-AS1"
"4059","YTHDC1"
"4060","UGT2A3"
"4061","UGT2B7"
"4062","AC111000.4"
"4063","SULT1B1"
"4064","ENAM"
"4065","JCHAIN"
"4066","UTP3"
"4067","AC009570.1"
"4068","RUFY3"
"4069","GRSF1"
"4070","MOB1B"
"4071","DCK"
"4072","SLC4A4"
"4073","GC"
"4074","ADAMTS3"
"4075","COX18"
"4076","ANKRD17"
"4077","ALB"
"4078","AFP"
"4079","RASSF6"
"4080","CXCL8"
"4081","CXCL6"
"4082","PF4V1"
"4083","CXCL1"
"4084","CXCL5"
"4085","CXCL3"
"4086","CXCL2"
"4087","MTHFD2L"
"4088","AREG"
"4089","BTC"
"4090","PARM1"
"4091","RCHY1"
"4092","THAP6"
"4093","CDKL2"
"4094","G3BP2"
"4095","USO1"
"4096","NAAA"
"4097","SDAD1"
"4098","CXCL9"
"4099","CXCL10"
"4100","CXCL11"
"4101","NUP54"
"4102","SCARB2"
"4103","FAM47E"
"4104","STBD1"
"4105","SHROOM3"
"4106","SOWAHB"
"4107","SEPTIN11"
"4108","CCNI"
"4109","CCNG2"
"4110","CXCL13"
"4111","CNOT6L"
"4112","MRPL1"
"4113","FRAS1"
"4114","LINC01094"
"4115","BMP2K"
"4116","PAQR3"
"4117","LINC01088"
"4118","LINC00989"
"4119","ANTXR2"
"4120","PRDM8"
"4121","RASGEF1B"
"4122","AC124016.2"
"4123","HNRNPD"
"4124","AC124016.1"
"4125","HNRNPDL"
"4126","ENOPH1"
"4127","TMEM150C"
"4128","SCD5"
"4129","SEC31A"
"4130","THAP9-AS1"
"4131","THAP9"
"4132","LIN54"
"4133","COPS4"
"4134","PLAC8"
"4135","COQ2"
"4136","HPSE"
"4137","HELQ"
"4138","MRPS18C"
"4139","ABRAXAS1"
"4140","GPAT3"
"4141","CDS1"
"4142","WDFY3"
"4143","WDFY3-AS2"
"4144","ARHGAP24"
"4145","MAPK10"
"4146","PTPN13"
"4147","C4orf36"
"4148","AC093827.4"
"4149","AFF1"
"4150","KLHL8"
"4151","HSD17B13"
"4152","HSD17B11"
"4153","NUDT9"
"4154","SPARCL1"
"4155","SPP1"
"4156","PKD2"
"4157","ABCG2"
"4158","PPM1K"
"4159","HERC6"
"4160","HERC5"
"4161","PYURF"
"4162","HERC3"
"4163","NAP1L5"
"4164","FAM13A-AS1"
"4165","FAM13A"
"4166","TIGD2"
"4167","AC104785.1"
"4168","GPRIN3"
"4169","SNCA"
"4170","MMRN1"
"4171","SMARCAD1"
"4172","HPGDS"
"4173","PDLIM5"
"4174","BMPR1B"
"4175","UNC5C"
"4176","AC106881.1"
"4177","RAP1GDS1"
"4178","TSPAN5"
"4179","EIF4E"
"4180","METAP1"
"4181","AC019131.2"
"4182","ADH5"
"4183","AP002026.1"
"4184","ADH6"
"4185","ADH1B"
"4186","TRMT10A"
"4187","MTTP"
"4188","DAPP1"
"4189","LAMTOR3"
"4190","DNAJB14"
"4191","H2AFZ"
"4192","DDIT4L"
"4193","EMCN"
"4194","PPP3CA"
"4195","AP001816.1"
"4196","BANK1"
"4197","SLC39A8"
"4198","AC098487.1"
"4199","NFKB1"
"4200","MANBA"
"4201","UBE2D3"
"4202","UBE2D3-AS1"
"4203","CISD2"
"4204","SLC9B1"
"4205","SLC9B2"
"4206","BDH2"
"4207","CENPE"
"4208","CXXC4"
"4209","AC096577.1"
"4210","AC004069.1"
"4211","TET2"
"4212","PPA2"
"4213","INTS12"
"4214","GSTCD"
"4215","NPNT"
"4216","TBCK"
"4217","AIMP1"
"4218","PAPSS1"
"4219","SGMS2"
"4220","CYP2U1"
"4221","HADH"
"4222","LEF1"
"4223","LEF1-AS1"
"4224","RPL34"
"4225","OSTC"
"4226","AC107071.1"
"4227","COL25A1"
"4228","SEC24B-AS1"
"4229","SEC24B"
"4230","MCUB"
"4231","CASP6"
"4232","PLA2G12A"
"4233","CFI"
"4234","GAR1"
"4235","RRH"
"4236","EGF"
"4237","ELOVL6"
"4238","ENPEP"
"4239","PITX2"
"4240","FAM241A"
"4241","AC109347.1"
"4242","AP1AR"
"4243","AC109347.2"
"4244","TIFA"
"4245","ALPK1"
"4246","ZGRF1"
"4247","LARP7"
"4248","ANK2"
"4249","CAMK2D"
"4250","ARSJ"
"4251","UGT8"
"4252","TRAM1L1"
"4253","SNHG8"
"4254","PRSS12"
"4255","METTL14"
"4256","SEC24D"
"4257","SYNPO2"
"4258","MYOZ2"
"4259","USP53"
"4260","C4orf3"
"4261","PDE5A"
"4262","MAD2L1"
"4263","PRDM5"
"4264","QRFPR"
"4265","ANXA5"
"4266","EXOSC9"
"4267","CCNA2"
"4268","BBS7"
"4269","TRPC3"
"4270","KIAA1109"
"4271","BBS12"
"4272","FGF2"
"4273","NUDT6"
"4274","SPATA5"
"4275","SPRY1"
"4276","LINC01091"
"4277","ANKRD50"
"4278","FAT4"
"4279","INTU"
"4280","HSPA4L"
"4281","PLK4"
"4282","MFSD8"
"4283","ABHD18"
"4284","LARP1B"
"4285","PGRMC2"
"4286","LINC02615"
"4287","JADE1"
"4288","SCLT1"
"4289","C4orf33"
"4290","PCDH10"
"4291","PABPC4L"
"4292","PCDH18"
"4293","SLC7A11"
"4294","NOCT"
"4295","ELF2"
"4296","MGARP"
"4297","NDUFC1"
"4298","NAA15"
"4299","AC097376.3"
"4300","RAB33B"
"4301","SETD7"
"4302","MGST2"
"4303","MAML3"
"4304","SCOC"
"4305","SCOC-AS1"
"4306","CLGN"
"4307","ELMOD2"
"4308","TBC1D9"
"4309","AC096733.2"
"4310","RNF150"
"4311","ZNF330"
"4312","LINC02432"
"4313","IL15"
"4314","INPP4B"
"4315","USP38"
"4316","GAB1"
"4317","SMARCA5"
"4318","AC107223.1"
"4319","GYPE"
"4320","HHIP-AS1"
"4321","HHIP"
"4322","ANAPC10"
"4323","ABCE1"
"4324","OTUD4"
"4325","SMAD1"
"4326","MMAA"
"4327","ZNF827"
"4328","LSM6"
"4329","REELD1"
"4330","SLC10A7"
"4331","EDNRA"
"4332","TMEM184C"
"4333","PRMT9"
"4334","ARHGAP10"
"4335","NR3C2"
"4336","DCLK2"
"4337","LRBA"
"4338","RPS3A"
"4339","SH3D19"
"4340","AC095055.1"
"4341","FAM160A1"
"4342","GATB"
"4343","FBXW7"
"4344","MIR4453HG"
"4345","TMEM154"
"4346","ARFIP1"
"4347","FHDC1"
"4348","TRIM2"
"4349","MND1"
"4350","TMEM131L"
"4351","TLR2"
"4352","RNF175"
"4353","SFRP2"
"4354","AC079298.3"
"4355","DCHS2"
"4356","AC079298.1"
"4357","PLRG1"
"4358","FGB"
"4359","FGA"
"4360","LRAT"
"4361","RBM46"
"4362","MAP9"
"4363","GUCY1A1"
"4364","AC104083.1"
"4365","GUCY1B1"
"4366","TDO2"
"4367","CTSO"
"4368","PDGFC"
"4369","GLRB"
"4370","GASK1B"
"4371","FAM198B-AS1"
"4372","TMEM144"
"4373","RXFP1"
"4374","C4orf46"
"4375","ETFDH"
"4376","PPID"
"4377","FNIP2"
"4378","RAPGEF2"
"4379","NAF1"
"4380","NPY1R"
"4381","TMA16"
"4382","MARCH1"
"4383","AC093788.1"
"4384","FAM218A"
"4385","TMEM192"
"4386","KLHL2"
"4387","MSMO1"
"4388","CPE"
"4389","TLL1"
"4390","AC068989.1"
"4391","DDX60"
"4392","DDX60L"
"4393","PALLD"
"4394","CBR4"
"4395","SH3RF1"
"4396","NEK1"
"4397","CLCN3"
"4398","HPF1"
"4399","LINC02275"
"4400","MFAP3L"
"4401","AADAT"
"4402","AC105285.1"
"4403","GALNT7"
"4404","HMGB2"
"4405","AC097534.2"
"4406","SAP30"
"4407","SCRG1"
"4408","AC093849.4"
"4409","FBXO8"
"4410","CEP44"
"4411","HPGD"
"4412","GPM6A"
"4413","WDR17"
"4414","SPATA4"
"4415","SPCS3"
"4416","VEGFC"
"4417","NEIL3"
"4418","AGA"
"4419","TENM3"
"4420","DCTD"
"4421","WWC2-AS2"
"4422","WWC2"
"4423","CLDN22"
"4424","CDKN2AIP"
"4425","AC107214.1"
"4426","ING2"
"4427","AC107214.2"
"4428","RWDD4"
"4429","TRAPPC11"
"4430","STOX2"
"4431","ENPP6"
"4432","LINC02363"
"4433","LINC02362"
"4434","IRF2"
"4435","AC099343.2"
"4436","AC099343.3"
"4437","CASP3"
"4438","PRIMPOL"
"4439","CENPU"
"4440","ACSL1"
"4441","SLC25A4"
"4442","CFAP97"
"4443","SNX25"
"4444","LRP2BP"
"4445","ANKRD37"
"4446","UFSP2"
"4447","C4orf47"
"4448","CCDC110"
"4449","AC106897.1"
"4450","PDLIM3"
"4451","SORBS2"
"4452","TLR3"
"4453","FAM149A"
"4454","CYP4V2"
"4455","KLKB1"
"4456","FAT1"
"4457","AC110772.2"
"4458","FRG1-DT"
"4459","FRG1"
"4460","CCDC127"
"4461","SDHA"
"4462","PDCD6"
"4463","AHRR"
"4464","EXOC3-AS1"
"4465","EXOC3"
"4466","SLC9A3-AS1"
"4467","CEP72"
"4468","TPPP"
"4469","AC026740.1"
"4470","ZDHHC11B"
"4471","ZDHHC11"
"4472","BRD9"
"4473","TRIP13"
"4474","AC116351.1"
"4475","NKD2"
"4476","SLC12A7"
"4477","CLPTM1L"
"4478","AC026748.3"
"4479","SLC6A3"
"4480","LPCAT1"
"4481","AC026412.3"
"4482","MRPL36"
"4483","NDUFS6"
"4484","IRX2"
"4485","AC091978.1"
"4486","ICE1"
"4487","MED10"
"4488","UBE2QL1"
"4489","NSUN2"
"4490","SRD5A1"
"4491","TENT4A"
"4492","ADCY2"
"4493","C5orf49"
"4494","MTRR"
"4495","FASTKD3"
"4496","MIR4458HG"
"4497","SEMA5A"
"4498","SNHG18"
"4499","AC034229.4"
"4500","ATPSCKMT"
"4501","CCT5"
"4502","CMBL"
"4503","AC012640.2"
"4504","MARCH6"
"4505","ROPN1L"
"4506","ANKRD33B"
"4507","DAP"
"4508","DNAH5"
"4509","TRIO"
"4510","OTULINL"
"4511","AC010491.1"
"4512","OTULIN"
"4513","ANKH"
"4514","AC016575.1"
"4515","FBXL7"
"4516","ZNF622"
"4517","RETREG1"
"4518","MYO10"
"4519","BASP1"
"4520","AC112172.2"
"4521","CDH6"
"4522","DROSHA"
"4523","C5orf22"
"4524","PDZD2"
"4525","GOLPH3"
"4526","AC025181.2"
"4527","MTMR12"
"4528","ZFR"
"4529","SUB1"
"4530","NPR3"
"4531","TARS"
"4532","ADAMTS12"
"4533","AMACR"
"4534","C1QTNF3"
"4535","AC025754.2"
"4536","RAI14"
"4537","AC026801.2"
"4538","RAD1"
"4539","BRIX1"
"4540","DNAJC21"
"4541","AGXT2"
"4542","PRLR"
"4543","SPEF2"
"4544","IL7R"
"4545","LMBRD2"
"4546","SKP2"
"4547","NADK2"
"4548","SLC1A3"
"4549","AC026741.1"
"4550","NIPBL-DT"
"4551","NIPBL"
"4552","CPLANE1"
"4553","AC025449.2"
"4554","NUP155"
"4555","WDR70"
"4556","EGFLAM"
"4557","LIFR"
"4558","LIFR-AS1"
"4559","OSMR-AS1"
"4560","OSMR"
"4561","RICTOR"
"4562","FYB1"
"4563","C9"
"4564","DAB2"
"4565","LINC02104"
"4566","TTC33"
"4567","PTGER4"
"4568","PRKAA1"
"4569","RPL37"
"4570","CARD6"
"4571","C7"
"4572","C6"
"4573","PLCXD3"
"4574","OXCT1"
"4575","C5orf51"
"4576","FBXO4"
"4577","GHR"
"4578","CCDC152"
"4579","SELENOP"
"4580","AC008875.3"
"4581","AC008875.2"
"4582","AC008875.1"
"4583","AC025171.1"
"4584","AC025171.3"
"4585","AC025171.5"
"4586","ANXA2R"
"4587","AC025171.2"
"4588","AC025171.4"
"4589","ZNF131"
"4590","NIM1K"
"4591","HMGCS1"
"4592","CCL28"
"4593","TMEM267"
"4594","C5orf34"
"4595","PAIP1"
"4596","NNT-AS1"
"4597","NNT"
"4598","MRPS30-DT"
"4599","MRPS30"
"4600","AC093297.2"
"4601","EMB"
"4602","PARP8"
"4603","AC022126.1"
"4604","PELO"
"4605","ITGA1"
"4606","ITGA2"
"4607","AC008966.2"
"4608","MOCS2"
"4609","AC008966.1"
"4610","FST"
"4611","NDUFS4"
"4612","AC025175.1"
"4613","ARL15"
"4614","SNX18"
"4615","ESM1"
"4616","GZMK"
"4617","GZMA"
"4618","GPX8"
"4619","CCNO"
"4620","DHX29"
"4621","MTREX"
"4622","PLPP1"
"4623","SLC38A9"
"4624","IL6ST"
"4625","AC016596.1"
"4626","LINC01948"
"4627","MAP3K1"
"4628","SETD9"
"4629","MIER3"
"4630","GPBP1"
"4631","PLK2"
"4632","GAPT"
"4633","RAB3C"
"4634","PDE4D"
"4635","DEPDC1B"
"4636","ELOVL7"
"4637","AC104113.1"
"4638","ERCC8"
"4639","NDUFAF2"
"4640","SMIM15"
"4641","ZSWIM6"
"4642","KIF2A"
"4643","DIMT1"
"4644","IPO11"
"4645","RNF180"
"4646","SREK1IP1"
"4647","CWC27"
"4648","AC092354.2"
"4649","ADAMTS6"
"4650","CENPK"
"4651","PPWD1"
"4652","TRIM23"
"4653","SHLD3"
"4654","TRAPPC13"
"4655","SGTB"
"4656","NLN"
"4657","AC010359.2"
"4658","ERBIN"
"4659","SREK1"
"4660","MAST4"
"4661","CD180"
"4662","PIK3R1"
"4663","SLC30A5"
"4664","CCNB1"
"4665","CENPH"
"4666","MRPS36"
"4667","CDK7"
"4668","CCDC125"
"4669","AK6"
"4670","TAF9"
"4671","RAD17"
"4672","MARVELD2"
"4673","OCLN"
"4674","GTF2H2C"
"4675","SMN2"
"4676","AC146944.4"
"4677","SMN1"
"4678","NAIP"
"4679","GTF2H2"
"4680","BDP1"
"4681","MCCC2"
"4682","MAP1B"
"4683","MRPS27"
"4684","PTCD2"
"4685","TNPO1"
"4686","FCHO2"
"4687","TMEM171"
"4688","FOXD1"
"4689","AC099522.2"
"4690","BTF3"
"4691","ANKRA2"
"4692","UTP15"
"4693","ARHGEF28"
"4694","ENC1"
"4695","HEXB"
"4696","GFM2"
"4697","NSA2"
"4698","GCNT4"
"4699","HMGCR"
"4700","CERT1"
"4701","POLK"
"4702","AC010245.2"
"4703","ANKDD1B"
"4704","POC5"
"4705","IQGAP2"
"4706","F2RL2"
"4707","F2R"
"4708","F2RL1"
"4709","CRHBP"
"4710","AGGF1"
"4711","ZBED3"
"4712","ZBED3-AS1"
"4713","PDE8B"
"4714","WDR41"
"4715","TBCA"
"4716","AP3B1"
"4717","SCAMP1-AS1"
"4718","SCAMP1"
"4719","LHFPL2"
"4720","ARSB"
"4721","DMGDH"
"4722","BHMT2"
"4723","BHMT"
"4724","JMY"
"4725","HOMER1"
"4726","TENT2"
"4727","CMYA5"
"4728","MTX3"
"4729","THBS4"
"4730","SERINC5"
"4731","ZFYVE16"
"4732","AC008771.1"
"4733","FAM151B"
"4734","DHFR"
"4735","MSH3"
"4736","RASGRF2-AS1"
"4737","RASGRF2"
"4738","CKMT2-AS1"
"4739","CKMT2"
"4740","ZCCHC9"
"4741","SSBP2"
"4742","AC026726.1"
"4743","ATG10"
"4744","RPS23"
"4745","ATP6AP1L"
"4746","TMEM167A"
"4747","XRCC4"
"4748","VCAN"
"4749","HAPLN1"
"4750","EDIL3"
"4751","AC113383.1"
"4752","COX7C"
"4753","RASA1"
"4754","CCNH"
"4755","TMEM161B"
"4756","TMEM161B-AS1"
"4757","MEF2C"
"4758","MEF2C-AS1"
"4759","AC093510.2"
"4760","CETN3"
"4761","MBLAC2"
"4762","POLR3G"
"4763","LYSMD3"
"4764","ADGRV1"
"4765","LUCAT1"
"4766","ARRDC3"
"4767","NR2F1-AS1"
"4768","NR2F1"
"4769","FAM172A"
"4770","POU5F2"
"4771","AC114980.1"
"4772","KIAA0825"
"4773","SLF1"
"4774","MCTP1"
"4775","TTC37"
"4776","ARSK"
"4777","GPR150"
"4778","RFESD"
"4779","SPATA9"
"4780","RHOBTB3"
"4781","GLRX"
"4782","AC008592.4"
"4783","LINC01554"
"4784","ELL2"
"4785","AC099509.1"
"4786","PCSK1"
"4787","CAST"
