"","x"
"3433","FGFBP2"
"3434","PROM1"
"3435","TAPT1"
"3436","LDB2"
"3437","QDPR"
"3438","LAP3"
"3439","MED28"
"3440","DCAF16"
"3441","NCAPG"
"3442","LCORL"
"3443","SLIT2"
"3444","PACRGL"
"3445","KCNIP4"
"3446","ADGRA3"
"3447","PPARGC1A"
"3448","DHX15"
"3449","SOD3"
"3450","CCDC149"
"3451","LGI2"
"3452","SEPSECS"
"3453","PI4K2B"
"3454","ZCCHC4"
"3455","ANAPC4"
"3456","SLC34A2"
"3457","SEL1L3"
"3458","SMIM20"
"3459","RBPJ"
"3460","TBC1D19"
"3461","STIM2"
"3462","PCDH7"
"3463","ARAP2"
"3464","DTHD1"
"3465","RELL1"
"3466","PGM2"
"3467","TBC1D1"
"3468","TLR10"
"3469","TLR1"
"3470","TLR6"
"3471","FAM114A1"
"3472","TMEM156"
"3473","KLHL5"
"3474","WDR19"
"3475","RFC1"
"3476","KLB"
"3477","LIAS"
"3478","UGDH"
"3479","SMIM14"
"3480","UBE2K"
"3481","PDS5A"
"3482","N4BP2"
"3483","RHOH"
"3484","RBM47"
"3485","NSUN7"
"3486","APBB2"
"3487","UCHL1"
"3488","LIMCH1"
"3489","TMEM33"
"3490","SLC30A9"
"3491","BEND4"
"3492","SHISA3"
"3493","ATP8A1"
"3494","YIPF7"
"3495","GUF1"
"3496","GNPDA2"
"3497","COMMD8"
"3498","ATP10D"
"3499","CORIN"
"3500","NFXL1"
"3501","NIPAL1"
"3502","CNGA1"
"3503","TXK"
"3504","TEC"
"3505","SLAIN2"
"3506","SLC10A4"
"3507","FRYL"
"3508","OCIAD1"
"3509","OCIAD2"
"3510","CWH43"
"3511","DCUN1D4"
"3512","LRRC66"
"3513","SGCB"
"3514","SPATA18"
"3515","USP46"
"3516","ERVMER34-1"
"3517","RASL11B"
"3518","SCFD2"
"3519","FIP1L1"
"3520","LNX1"
"3521","CHIC2"
"3522","PDGFRA"
"3523","KIT"
"3524","KDR"
"3525","SRD5A3"
"3526","TMEM165"
"3527","CLOCK"
"3528","NMU"
"3529","EXOC1"
"3530","CEP135"
"3531","KIAA1211"
"3532","AASDH"
"3533","PPAT"
"3534","PAICS"
"3535","SRP72"
"3536","ARL9"
"3537","THEGL"
"3538","HOPX"
"3539","SPINK2"
"3540","REST"
"3541","NOA1"
"3542","POLR2B"
"3543","IGFBP7"
"3544","ADGRL3"
"3545","CENPC"
"3546","STAP1"
"3547","UBA6"
"3548","TMPRSS11F"
"3549","YTHDC1"
"3550","UGT2A3"
"3551","UGT2B7"
"3552","SULT1B1"
"3553","FDCSP"
"3554","AMBN"
"3555","JCHAIN"
"3556","UTP3"
"3557","RUFY3"
"3558","GRSF1"
"3559","MOB1B"
"3560","DCK"
"3561","SLC4A4"
"3562","ADAMTS3"
"3563","COX18"
"3564","ANKRD17"
"3565","RASSF6"
"3566","CXCL8"
"3567","CXCL1"
"3568","PPBP"
"3569","CXCL5"
"3570","CXCL3"
"3571","CXCL2"
"3572","MTHFD2L"
"3573","EREG"
"3574","AREG"
"3575","BTC"
"3576","PARM1"
"3577","RCHY1"
"3578","THAP6"
"3579","ODAPH"
"3580","CDKL2"
"3581","G3BP2"
"3582","USO1"
"3583","PPEF2"
"3584","NAAA"
"3585","SDAD1"
"3586","CXCL9"
"3587","ART3"
"3588","CXCL10"
"3589","CXCL11"
"3590","NUP54"
"3591","SCARB2"
"3592","FAM47E"
"3593","STBD1"
"3594","CCDC158"
"3595","SHROOM3"
"3596","SOWAHB"
"3597","SEPTIN11"
"3598","CCNI"
"3599","CCNG2"
"3600","CXCL13"
"3601","CNOT6L"
"3602","FRAS1"
"3603","ANXA3"
"3604","BMP2K"
"3605","PAQR3"
"3606","ANTXR2"
"3607","PRDM8"
"3608","FGF5"
"3609","CFAP299"
"3610","BMP3"
"3611","RASGEF1B"
"3612","HNRNPD"
"3613","HNRNPDL"
"3614","ENOPH1"
"3615","SCD5"
"3616","SEC31A"
"3617","THAP9"
"3618","LIN54"
"3619","COPS4"
"3620","COQ2"
"3621","HPSE"
"3622","HELQ"
"3623","ABRAXAS1"
"3624","GPAT3"
"3625","CDS1"
"3626","WDFY3"
"3627","ARHGAP24"
"3628","MAPK10"
"3629","PTPN13"
"3630","SLC10A6"
"3631","C4orf36"
"3632","AFF1"
"3633","KLHL8"
"3634","HSD17B13"
"3635","HSD17B11"
"3636","NUDT9"
"3637","SPARCL1"
"3638","DMP1"
"3639","IBSP"
"3640","MEPE"
"3641","SPP1"
"3642","PKD2"
"3643","ABCG2"
"3644","PPM1K"
"3645","HERC6"
"3646","HERC5"
"3647","PYURF"
"3648","HERC3"
"3649","NAP1L5"
"3650","FAM13A"
"3651","TIGD2"
"3652","GPRIN3"
"3653","SNCA"
"3654","MMRN1"
"3655","CCSER1"
"3656","GRID2"
"3657","SMARCAD1"
"3658","HPGDS"
"3659","PDLIM5"
"3660","BMPR1B"
"3661","UNC5C"
"3662","STPG2"
"3663","RAP1GDS1"
"3664","TSPAN5"
"3665","EIF4E"
"3666","METAP1"
"3667","ADH5"
"3668","ADH1C"
"3669","TRMT10A"
"3670","DAPP1"
"3671","LAMTOR3"
"3672","DNAJB14"
"3673","DDIT4L"
"3674","EMCN"
"3675","PPP3CA"
"3676","BANK1"
"3677","SLC39A8"
"3678","NFKB1"
"3679","MANBA"
"3680","CISD2"
"3681","SLC9B1"
"3682","SLC9B2"
"3683","CENPE"
"3684","CXXC4"
"3685","TET2"
"3686","PPA2"
"3687","ARHGEF38"
"3688","INTS12"
"3689","GSTCD"
"3690","NPNT"
"3691","TBCK"
"3692","AIMP1"
"3693","DKK2"
"3694","PAPSS1"
"3695","SGMS2"
"3696","CYP2U1"
"3697","HADH"
"3698","LEF1"
"3699","COL25A1"
"3700","SEC24B"
"3701","MCUB"
"3702","CASP6"
"3703","PLA2G12A"
"3704","CFI"
"3705","RRH"
"3706","LRIT3"
"3707","EGF"
"3708","ELOVL6"
"3709","ENPEP"
"3710","PITX2"
"3711","FAM241A"
"3712","AP1AR"
"3713","TIFA"
"3714","ALPK1"
"3715","ZGRF1"
"3716","LARP7"
"3717","ANK2"
"3718","CAMK2D"
"3719","ARSJ"
"3720","UGT8"
"3721","TRAM1L1"
"3722","PRSS12"
"3723","METTL14"
"3724","SEC24D"
"3725","SYNPO2"
"3726","MYOZ2"
"3727","USP53"
"3728","C4orf3"
"3729","PDE5A"
"3730","MAD2L1"
"3731","PRDM5"
"3732","NDNF"
"3733","TNIP3"
"3734","ANXA5"
"3735","TMEM155"
"3736","EXOSC9"
"3737","CCNA2"
"3738","BBS7"
"3739","TRPC3"
"3740","KIAA1109"
"3741","ADAD1"
"3742","IL2"
"3743","IL21"
"3744","BBS12"
"3745","FGF2"
"3746","NUDT6"
"3747","SPATA5"
"3748","SPRY1"
"3749","ANKRD50"
"3750","FAT4"
"3751","INTU"
"3752","HSPA4L"
"3753","PLK4"
"3754","MFSD8"
"3755","ABHD18"
"3756","LARP1B"
"3757","PGRMC2"
"3758","JADE1"
"3759","SCLT1"
"3760","C4orf33"
"3761","PCDH10"
"3762","PABPC4L"
"3763","PCDH18"
"3764","SLC7A11"
"3765","NOCT"
"3766","ELF2"
"3767","MGARP"
"3768","NDUFC1"
"3769","NAA15"
"3770","RAB33B"
"3771","SETD7"
"3772","MGST2"
"3773","MAML3"
"3774","CLGN"
"3775","ELMOD2"
"3776","UCP1"
"3777","TBC1D9"
"3778","RNF150"
"3779","ZNF330"
"3780","IL15"
"3781","INPP4B"
"3782","USP38"
"3783","GAB1"
"3784","SMARCA5"
"3785","HHIP"
"3786","ABCE1"
"3787","OTUD4"
"3788","SMAD1"
"3789","MMAA"
"3790","C4orf51"
"3791","ZNF827"
"3792","LSM6"
"3793","REELD1"
"3794","SLC10A7"
"3795","EDNRA"
"3796","TMEM184C"
"3797","PRMT9"
"3798","ARHGAP10"
"3799","NR3C2"
"3800","DCLK2"
"3801","LRBA"
"3802","SH3D19"
"3803","FAM160A1"
"3804","GATB"
"3805","FBXW7"
"3806","TMEM154"
"3807","TIGD4"
"3808","ARFIP1"
"3809","FHDC1"
"3810","TRIM2"
"3811","MND1"
"3812","TMEM131L"
"3813","TLR2"
"3814","SFRP2"
"3815","DCHS2"
"3816","PLRG1"
"3817","FGB"
"3818","FGA"
"3819","FGG"
"3820","LRAT"
"3821","RBM46"
"3822","MAP9"
"3823","GUCY1A1"
"3824","GUCY1B1"
"3825","TDO2"
"3826","CTSO"
"3827","PDGFC"
"3828","GLRB"
"3829","GRIA2"
"3830","GASK1B"
"3831","TMEM144"
"3832","RXFP1"
"3833","C4orf46"
"3834","ETFDH"
"3835","PPID"
"3836","FNIP2"
"3837","RAPGEF2"
"3838","FSTL5"
"3839","NAF1"
"3840","NPY1R"
"3841","TKTL2"
"3842","TMA16"
"3843","MARCH1"
"3844","APELA"
"3845","TRIM61"
"3846","FAM218A"
"3847","TMEM192"
"3848","KLHL2"
"3849","MSMO1"
"3850","CPE"
"3851","TLL1"
"3852","DDX60"
"3853","DDX60L"
"3854","PALLD"
"3855","CBR4"
"3856","SH3RF1"
"3857","NEK1"
"3858","CLCN3"
"3859","HPF1"
"3860","MFAP3L"
"3861","AADAT"
"3862","GALNTL6"
"3863","GALNT7"
"3864","SAP30"
"3865","SCRG1"
"3866","HAND2"
"3867","FBXO8"
"3868","CEP44"
"3869","HPGD"
"3870","GPM6A"
"3871","WDR17"
"3872","SPATA4"
"3873","SPCS3"
"3874","VEGFC"
"3875","NEIL3"
"3876","AGA"
"3877","TENM3"
"3878","DCTD"
"3879","WWC2"
"3880","CLDN22"
"3881","CDKN2AIP"
"3882","ING2"
"3883","TRAPPC11"
"3884","STOX2"
"3885","ENPP6"
"3886","IRF2"
"3887","CASP3"
"3888","PRIMPOL"
"3889","CENPU"
"3890","ACSL1"
"3891","SLC25A4"
"3892","CFAP97"
"3893","SNX25"
"3894","LRP2BP"
"3895","ANKRD37"
"3896","UFSP2"
"3897","C4orf47"
"3898","CCDC110"
"3899","PDLIM3"
"3900","SORBS2"
"3901","TLR3"
"3902","FAM149A"
"3903","CYP4V2"
"3904","KLKB1"
"3905","MTNR1A"
"3906","FAT1"
"3907","FRG1"
"3908","PLEKHG4B"
"3909","CCDC127"
"3910","SDHA"
"3911","PDCD6"
"3912","AHRR"
"3913","EXOC3"
"3914","CEP72"
"3915","TPPP"
"3916","BRD9"
"3917","TRIP13"
"3918","NKD2"
"3919","SLC12A7"
"3920","CLPTM1L"
"3921","SLC6A3"
"3922","LPCAT1"
"3923","NDUFS6"
"3924","IRX2"
"3925","IRX1"
"3926","ADAMTS16"
"3927","ICE1"
"3928","MED10"
"3929","UBE2QL1"
"3930","NSUN2"
"3931","SRD5A1"
"3932","TENT4A"
"3933","ADCY2"
"3934","C5orf49"
"3935","MTRR"
"3936","FASTKD3"
"3937","SEMA5A"
"3938","ATPSCKMT"
"3939","CCT5"
"3940","CMBL"
"3941","MARCH6"
"3942","ROPN1L"
"3943","ANKRD33B"
"3944","DAP"
"3945","DNAH5"
"3946","TRIO"
"3947","OTULINL"
"3948","OTULIN"
"3949","ANKH"
"3950","FBXL7"
"3951","ZNF622"
"3952","RETREG1"
"3953","MYO10"
"3954","TAF11L2"
"3955","TAF11L4"
"3956","CDH6"
"3957","DROSHA"
"3958","C5orf22"
"3959","PDZD2"
"3960","GOLPH3"
"3961","MTMR12"
"3962","ZFR"
"3963","NPR3"
"3964","TARS"
"3965","ADAMTS12"
"3966","AMACR"
"3967","C1QTNF3"
"3968","RAI14"
"3969","TTC23L"
"3970","BRIX1"
"3971","DNAJC21"
"3972","PRLR"
"3973","SPEF2"
"3974","IL7R"
"3975","CAPSL"
"3976","UGT3A1"
"3977","UGT3A2"
"3978","LMBRD2"
"3979","SKP2"
"3980","NADK2"
"3981","RANBP3L"
"3982","SLC1A3"
"3983","NIPBL"
"3984","CPLANE1"
"3985","NUP155"
"3986","WDR70"
"3987","GDNF"
"3988","EGFLAM"
"3989","LIFR"
"3990","OSMR"
"3991","RICTOR"
"3992","FYB1"
"3993","DAB2"
"3994","TTC33"
"3995","PTGER4"
"3996","PRKAA1"
"3997","CARD6"
"3998","C7"
"3999","C6"
"4000","PLCXD3"
"4001","OXCT1"
"4002","C5orf51"
"4003","FBXO4"
"4004","GHR"
"4005","CCDC152"
"4006","SELENOP"
"4007","ANXA2R"
"4008","ZNF131"
"4009","NIM1K"
"4010","CCL28"
"4011","TMEM267"
"4012","C5orf34"
"4013","PAIP1"
"4014","NNT"
"4015","EMB"
"4016","PARP8"
"4017","PELO"
"4018","ITGA1"
"4019","ITGA2"
"4020","MOCS2"
"4021","FST"
"4022","NDUFS4"
"4023","ARL15"
"4024","SNX18"
"4025","ESM1"
"4026","GZMK"
"4027","GZMA"
"4028","GPX8"
"4029","CCNO"
"4030","DHX29"
"4031","MTREX"
"4032","PLPP1"
"4033","SLC38A9"
"4034","IL31RA"
"4035","IL6ST"
"4036","ANKRD55"
"4037","C5orf67"
"4038","MAP3K1"
"4039","SETD9"
"4040","MIER3"
"4041","GPBP1"
"4042","PLK2"
"4043","GAPT"
"4044","RAB3C"
"4045","PDE4D"
"4046","DEPDC1B"
"4047","ELOVL7"
"4048","ERCC8"
"4049","NDUFAF2"
"4050","SMIM15"
"4051","ZSWIM6"
"4052","KIF2A"
"4053","DIMT1"
"4054","IPO11"
"4055","LRRC70"
"4056","RNF180"
"4057","RGS7BP"
"4058","SREK1IP1"
"4059","CWC27"
"4060","ADAMTS6"
"4061","CENPK"
"4062","PPWD1"
"4063","TRIM23"
"4064","SHLD3"
"4065","TRAPPC13"
"4066","SGTB"
"4067","NLN"
"4068","ERBIN"
"4069","SREK1"
"4070","MAST4"
"4071","CD180"
"4072","PIK3R1"
"4073","SLC30A5"
"4074","CCNB1"
"4075","CENPH"
"4076","CDK7"
"4077","CCDC125"
"4078","RAD17"
"4079","MARVELD2"
"4080","OCLN"
"4081","SMN1"
"4082","NAIP"
"4083","BDP1"
"4084","MCCC2"
"4085","MAP1B"
"4086","PTCD2"
"4087","ZNF366"
"4088","TNPO1"
"4089","FCHO2"
"4090","TMEM171"
"4091","FOXD1"
"4092","BTF3"
"4093","ANKRA2"
"4094","UTP15"
"4095","ARHGEF28"
"4096","ENC1"
"4097","HEXB"
"4098","GFM2"
"4099","NSA2"
"4100","FAM169A"
"4101","GCNT4"
"4102","ANKRD31"
"4103","HMGCR"
"4104","CERT1"
"4105","POLK"
"4106","ANKDD1B"
"4107","POC5"
"4108","F2RL2"
"4109","F2R"
"4110","F2RL1"
"4111","S100Z"
"4112","CRHBP"
"4113","AGGF1"
"4114","ZBED3"
"4115","PDE8B"
"4116","WDR41"
"4117","AP3B1"
"4118","SCAMP1"
"4119","LHFPL2"
"4120","ARSB"
"4121","DMGDH"
"4122","BHMT2"
"4123","BHMT"
"4124","JMY"
"4125","HOMER1"
"4126","TENT2"
"4127","CMYA5"
"4128","MTX3"
"4129","THBS4"
"4130","SERINC5"
"4131","ZFYVE16"
"4132","FAM151B"
"4133","ANKRD34B"
"4134","DHFR"
"4135","MSH3"
"4136","RASGRF2"
"4137","CKMT2"
"4138","ZCCHC9"
"4139","ACOT12"
"4140","SSBP2"
"4141","ATG10"
"4142","ATP6AP1L"
"4143","TMEM167A"
"4144","XRCC4"
"4145","VCAN"
"4146","HAPLN1"
"4147","EDIL3"
"4148","COX7C"
"4149","RASA1"
"4150","CCNH"
"4151","MEF2C"
"4152","CETN3"
"4153","MBLAC2"
"4154","POLR3G"
"4155","LYSMD3"
"4156","ARRDC3"
"4157","NR2F1"
"4158","FAM172A"
"4159","POU5F2"
"4160","KIAA0825"
"4161","SLF1"
"4162","MCTP1"
"4163","TTC37"
"4164","ARSK"
"4165","SPATA9"
"4166","RHOBTB3"
"4167","GLRX"
"4168","ELL2"
"4169","PCSK1"
"4170","CAST"
"4171","ERAP1"
"4172","ERAP2"
"4173","LNPEP"
"4174","RIOK2"
"4175","RGMB"
"4176","CHD1"
"4177","FAM174A"
"4178","ST8SIA4"
"4179","SLCO4C1"
"4180","PAM"
"4181","GIN1"
"4182","PPIP5K2"
"4183","C5orf30"
"4184","NUDT12"
"4185","EFNA5"
"4186","FBXL17"
"4187","FER"
"4188","PJA2"
"4189","MAN2A1"
"4190","TMEM232"
"4191","SLC25A46"
"4192","TSLP"
"4193","WDR36"
"4194","CAMK4"
"4195","STARD4"
"4196","NREP"
"4197","EPB41L4A"
"4198","APC"
"4199","SRP19"
"4200","REEP5"
"4201","DCP2"
"4202","MCC"
"4203","TSSK1B"
"4204","YTHDC2"
"4205","KCNN2"
"4206","TRIM36"
"4207","PGGT1B"
"4208","CCDC112"
"4209","FEM1C"
"4210","TICAM2"
"4211","TMED7"
"4212","CDO1"
"4213","ATG12"
"4214","LVRN"
"4215","COMMD10"
"4216","SEMA6A"
"4217","DTWD2"
"4218","DMXL1"
"4219","TNFAIP8"
"4220","HSD17B4"
"4221","PRR16"
"4222","SRFBP1"
"4223","LOX"
"4224","ZNF474"
"4225","AC010255.3"
"4226","SNCAIP"
"4227","SNX2"
"4228","SNX24"
"4229","PPIC"
"4230","PRDM6"
"4231","CEP120"
"4232","CSNK1G3"
"4233","ZNF608"
"4234","PHAX"
"4235","LMNB1"
"4236","MARCH3"
"4237","C5orf63"
"4238","PRRC1"
"4239","SLC12A2"
"4240","FBN2"
"4241","ISOC1"
"4242","ADAMTS19"
"4243","CHSY3"
"4244","HINT1"
"4245","LYRM7"
"4246","CDC42SE2"
"4247","RAPGEF6"
"4248","FNIP1"
"4249","MEIKIN"
"4250","ACSL6"
"4251","IL3"
"4252","CSF2"
"4253","P4HA2"
"4254","PDLIM4"
"4255","SLC22A4"
"4256","SLC22A5"
"4257","IRF1"
"4258","RAD50"
"4259","KIF3A"
"4260","SEPTIN8"
"4261","SHROOM1"
"4262","GDF9"
"4263","UQCRQ"
"4264","LEAP2"
"4265","AFF4"
"4266","ZCCHC10"
"4267","HSPA4"
"4268","C5orf15"
"4269","VDAC1"
"4270","TCF7"
"4271","CDKL3"
"4272","UBE2B"
"4273","JADE2"
"4274","SAR1B"
"4275","SEC24A"
"4276","CAMLG"
"4277","DDX46"
"4278","C5orf24"
"4279","TXNDC15"
"4280","CATSPER3"
"4281","H2AFY"
"4282","TIFAB"
"4283","CXCL14"
"4284","TGFBI"
"4285","SMAD5"
"4286","SPOCK1"
"4287","KLHL3"
"4288","HNRNPA0"
"4289","FAM13B"
"4290","NME5"
"4291","BRD8"
"4292","KIF20A"
"4293","CDC23"
"4294","GFRA3"
"4295","CDC25C"
"4296","FAM53C"
"4297","KDM3B"
"4298","REEP2"
"4299","EGR1"
"4300","HSPA9"
"4301","CTNNA1"
"4302","LRRTM2"
"4303","SIL1"
"4304","MATR3"
"4305","PAIP2"
"4306","SLC23A1"
"4307","MZB1"
"4308","PROB1"
"4309","SPATA24"
"4310","DNAJC18"
"4311","ECSCR"
"4312","SMIM33"
"4313","TMEM173"
"4314","UBE2D2"
"4315","CXXC5"
"4316","PSD2"
"4317","NRG2"
"4318","PURA"
"4319","IGIP"
"4320","CYSTM1"
"4321","PFDN1"
"4322","HBEGF"
"4323","ANKHD1"
"4324","SRA1"
"4325","EIF4EBP3"
"4326","APBB3"
"4327","SLC35A4"
"4328","CD14"
"4329","NDUFA2"
"4330","TMCO6"
"4331","IK"
"4332","WDR55"
"4333","DND1"
"4334","HARS"
"4335","HARS2"
"4336","ZMAT2"
"4337","PCDHA2"
"4338","PCDHA3"
"4339","PCDHA4"
"4340","PCDHA5"
"4341","PCDHA6"
"4342","PCDHA7"
"4343","PCDHA8"
"4344","PCDHA9"
"4345","PCDHA10"
"4346","PCDHA11"
"4347","PCDHAC2"
"4348","PCDHB2"
"4349","PCDHB3"
"4350","PCDHB4"
"4351","PCDHB5"
"4352","PCDHB6"
"4353","PCDHB7"
"4354","PCDHB16"
"4355","PCDHB9"
"4356","PCDHB10"
"4357","PCDHB11"
"4358","PCDHB13"
"4359","PCDHB14"
"4360","PCDHB15"
"4361","TAF7"
"4362","SLC25A2"
"4363","PCDHGA1"
"4364","PCDHGA2"
"4365","PCDHGA3"
"4366","PCDHGB1"
"4367","PCDHGA4"
"4368","PCDHGB2"
"4369","PCDHGA5"
"4370","PCDHGB3"
"4371","PCDHGA6"
"4372","PCDHGA7"
"4373","PCDHGB4"
"4374","PCDHGA8"
"4375","PCDHGB5"
"4376","PCDHGA9"
"4377","PCDHGB6"
"4378","PCDHGA10"
"4379","PCDHGB7"
"4380","PCDHGA11"
"4381","PCDHGA12"
"4382","PCDHGC3"
"4383","PCDHGC4"
"4384","PCDHGC5"
"4385","DIAPH1"
"4386","HDAC3"
"4387","RELL2"
"4388","FCHSD1"
"4389","ARAP3"
"4390","PCDH1"
"4391","DELE1"
"4392","PCDH12"
"4393","RNF14"
"4394","GNPDA1"
"4395","NDFIP1"
"4396","SPRY4"
"4397","FGF1"
"4398","ARHGAP26"
"4399","NR3C1"
"4400","HMHB1"
"4401","YIPF5"
"4402","KCTD16"
"4403","PRELID2"
"4404","SH3RF2"
"4405","PLAC8L1"
"4406","LARS"
"4407","RBM27"
"4408","TCERG1"
"4409","PPP2R2B"
"4410","DPYSL3"
"4411","JAKMIP2"
"4412","SPINK1"
"4413","C5orf46"
"4414","SPINK5"
"4415","SPINK13"
"4416","SPINK7"
"4417","FBXO38"
"4418","HTR4"
"4419","ADRB2"
"4420","SH3TC2"
"4421","ABLIM3"
"4422","AFAP1L1"
"4423","GRPEL2"
"4424","PCYOX1L"
"4425","IL17B"
"4426","ARHGEF37"
"4427","PPARGC1B"
"4428","PDE6A"
"4429","SLC26A2"
"4430","TIGD6"
"4431","HMGXB3"
"4432","CSF1R"
"4433","PDGFRB"
"4434","CDX1"
"4435","ARSI"
"4436","TCOF1"
"4437","CD74"
"4438","NDST1"
"4439","SYNPO"
"4440","MYOZ3"
"4441","RBM22"
"4442","DCTN4"
"4443","SMIM3"
"4444","IRGM"
"4445","ZNF300"
"4446","GPX3"
"4447","TNIP1"
"4448","ANXA6"
"4449","CCDC69"
"4450","GM2A"
"4451","SLC36A1"
"4452","SPARC"
"4453","ATOX1"
"4454","GRIA1"
"4455","FAM114A2"
"4456","MFAP3"
"4457","GALNT10"
"4458","SAP30L"
"4459","LARP1"
"4460","FAXDC2"
"4461","CNOT8"
"4462","GEMIN5"
"4463","SGCD"
"4464","TIMD4"
"4465","HAVCR1"
"4466","HAVCR2"
"4467","MED7"
"4468","ITK"
"4469","CYFIP2"
"4470","ADAM19"
"4471","NIPAL4"
"4472","SOX30"
"4473","THG1L"
"4474","LSM11"
"4475","CLINT1"
"4476","EBF1"
"4477","RNF145"
"4478","UBLCP1"
"4479","ADRA1B"
"4480","TTC1"
"4481","PWWP2A"
"4482","FABP6"
"4483","CCNJL"
"4484","C1QTNF2"
"4485","ZBED8"
"4486","SLU7"
"4487","PTTG1"
"4488","GABRB2"
"4489","CCNG1"
"4490","NUDCD2"
"4491","HMMR"
"4492","MAT2B"
"4493","TENM2"
"4494","WWC1"
"4495","RARS"
"4496","PANK3"
"4497","SLIT3"
"4498","SPDL1"
"4499","DOCK2"
"4500","INSYN2B"
"4501","C5orf58"
"4502","LCP2"
"4503","KCNIP1"
"4504","KCNMB1"
"4505","GABRP"
"4506","RANBP17"
"4507","FGF18"
"4508","FBXW11"
"4509","STK10"
"4510","UBTD2"
"4511","SH3PXD2B"
"4512","NEURL1B"
"4513","DUSP1"
"4514","ERGIC1"
"4515","ATP6V0E1"
"4516","CREBRF"
"4517","BNIP1"
"4518","STC2"
"4519","BOD1"
"4520","CPEB4"
"4521","MSX2"
"4522","SFXN1"
"4523","HRH2"
"4524","SIMC1"
"4525","ARL10"
"4526","NOP16"
"4527","CLTB"
"4528","FAF2"
"4529","RNF44"
"4530","GPRIN1"
"4531","TSPAN17"
"4532","UNC5A"
"4533","HK3"
"4534","UIMC1"
"4535","ZNF346"
"4536","FGFR4"
"4537","NSD1"
"4538","RAB24"
"4539","MXD3"
"4540","PRELID1"
"4541","LMAN2"
"4542","RGS14"
"4543","F12"
"4544","GRK6"
"4545","PRR7"
"4546","DBN1"
"4547","PDLIM7"
"4548","DOK3"
"4549","DDX41"
"4550","FAM193B"
"4551","TMED9"
"4552","B4GALT7"
"4553","N4BP3"
"4554","RMND5B"
"4555","NHP2"
"4556","HNRNPAB"
"4557","PHYKPL"
"4558","COL23A1"
"4559","CLK4"
"4560","ZNF354A"
"4561","ZNF354B"
"4562","ZFP2"
"4563","ZNF454"
"4564","ZNF879"
"4565","ZNF354C"
"4566","ADAMTS2"
"4567","RUFY1"
"4568","HNRNPH1"
"4569","CBY3"
"4570","CANX"
"4571","MAML1"
"4572","LTC4S"
"4573","MGAT4B"
"4574","SQSTM1"
"4575","MRNIP"
"4576","TBC1D9B"
"4577","RNF130"
"4578","RASGEF1C"
"4579","MAPK9"
"4580","GFPT2"
"4581","CNOT6"
"4582","FLT4"
"4583","MGAT1"
"4584","ZFP62"
"4585","BTNL8"
"4586","BTNL9"
"4587","TRIM7"
"4588","TRIM41"
"4589","RACK1"
"4590","TRIM52"
"4591","DUSP22"
"4592","IRF4"
"4593","EXOC2"
"4594","HUS1B"
"4595","FOXF2"
"4596","FOXC1"
"4597","GMDS"
"4598","MYLK4"
"4599","WRNIP1"
"4600","SERPINB1"
"4601","SERPINB9"
"4602","SERPINB6"
"4603","NQO2"
"4604","RIPK1"
"4605","BPHL"
"4606","TUBB2A"
"4607","PSMG4"
"4608","SLC22A23"
"4609","PXDC1"
"4610","FAM50B"
"4611","PRPF4B"
"4612","ECI2"
"4613","CDYL"
"4614","RPP40"
"4615","PPP1R3G"
"4616","LYRM4"
"4617","FARS2"
"4618","NRN1"
"4619","F13A1"
"4620","LY86"
"4621","RREB1"
"4622","SSR1"
"4623","CAGE1"
"4624","RIOK1"
"4625","DSP"
"4626","SNRNP48"
"4627","TXNDC5"
"4628","BLOC1S5"
"4629","EEF1E1"
"4630","SLC35B3"
"4631","TFAP2A"
"4632","GCNT2"
"4633","C6orf52"
"4634","PAK1IP1"
"4635","TMEM14C"
"4636","TMEM14B"
"4637","MAK"
"4638","SYCP2L"
"4639","ELOVL2"
"4640","SMIM13"
"4641","NEDD9"
"4642","TMEM170B"
"4643","ADTRP"
"4644","HIVEP1"
"4645","EDN1"
"4646","PHACTR1"
"4647","TBC1D7"
"4648","GFOD1"
"4649","SIRT5"
"4650","NOL7"
"4651","RANBP9"
"4652","MCUR1"
"4653","RNF182"
"4654","JARID2"
"4655","DTNBP1"
"4656","MYLIP"
"4657","GMPR"
"4658","ATXN1"
"4659","RBM24"
"4660","CAP2"
"4661","FAM8A1"
"4662","NUP153"
"4663","KIF13A"
"4664","NHLRC1"
"4665","TPMT"
"4666","KDM1B"
"4667","DEK"
"4668","RNF144B"
"4669","ID4"
"4670","MBOAT1"
"4671","E2F3"
"4672","CDKAL1"
"4673","SOX4"
"4674","DCDC2"
"4675","MRS2"
"4676","GPLD1"
"4677","ALDH5A1"
"4678","KIAA0319"
"4679","TDP2"
"4680","ACOT13"
"4681","C6orf62"
"4682","GMNN"
"4683","ARMH2"
"4684","RIPOR2"
"4685","CARMIL1"
"4686","SLC17A3"
"4687","TRIM38"
"4688","HIST1H3A"
"4689","HIST1H4A"
"4690","HIST1H4B"
"4691","HIST1H2AB"
"4692","HIST1H2BB"
"4693","HFE"
"4694","HIST1H4C"
"4695","HIST1H1T"
"4696","HIST1H2BC"
"4697","HIST1H2AC"
"4698","HIST1H1E"
"4699","HIST1H2BD"
"4700","HIST1H2BE"
"4701","HIST1H4D"
"4702","HIST1H3D"
"4703","HIST1H2AD"
"4704","HIST1H2BF"
"4705","HIST1H4E"
"4706","HIST1H2BG"
