"","x"
"ELOVL1",-0.679093567251462
"MED8",-33.4144736842105
"SZT2",-1.13182261208577
"HYI",-0.811951754385965
"PTPRF",-0.827424463937622
"KDM4A",-1.1733918128655
"ST3GAL3",-1.63499025341131
"ARTN",-1
"IPO13",-0.561988304093567
"DPH2",-0.823830409356725
"ATP6V0B",-1.15058479532164
"B4GALT2",-1.30799220272904
"CCDC24",-0.816703216374269
"SLC6A9",-22.2699805068226
"AL139220.2",-1.33333333333333
"DMAP1",-2.24005847953216
"ERI3",-1.07080200501253
"RNF220",-0.86143599740091
"TMEM53",1.04142300194932
"ARMH1",-2.31432748538012
"KIF2C",-42.9970760233918
"RPS8",-0.654722624604324
"BEST4",3.14327485380117
"PLK3",-1.20321637426901
"TCTEX1D4",-1
"BTBD19",-32.219298245614
"PTCH2",-0.777777777777778
"EIF2B3",-20.1588693957115
"HECTD3",-0.876315789473684
"UROD",-1.24576023391813
"ZSWIM5",1.33114035087719
"LINC01144",-0.333333333333333
"MUTYH",-0.819078947368421
"TOE1",-16.2072368421053
"TESK2",-1.82383040935673
"CCDC163",-0.990497076023392
"MMACHC",-1.2953216374269
"PRDX1",-0.816004471964224
"AKR1A1",-0.558771929824561
"NASP",-1.13191632928475
"CCDC17",-5.98099415204678
"GPBP1L1",-0.86143599740091
"TMEM69",-1.98574561403509
"IPP",1.46686159844055
"AL604028.1",-21.9303118908382
"MAST2",-2.14766081871345
"PIK3R3",-1.21271929824561
"TSPAN1",-0.70125313283208
"POMGNT1",-0.76078216374269
"LURAP1",0.933479532163743
"RAD54L",-1.16191520467836
"LRRC41",-0.924327485380117
"UQCRH",-0.7109440267335
"NSUN4",-1.39766081871345
"FAAH",-0.790517961570593
"MKNK1",-1.47149122807018
"MOB3C",-1.5733918128655
"ATPAF1",-1.09886695906433
"EFCAB14",-0.692105263157895
"CYP4B1",-0.980994152046784
"CYP4X1",-2
"LINC00853",-34.2097953216374
"PDZK1IP1",-0.87037037037037
"TAL1",-3.32383040935673
"STIL",-1.48574561403509
"CMPK1",-0.885832004253057
"FOXD2-AS1",-3.13815789473684
"FOXD2",-2.49049707602339
"LINC01738",1.25730994152047
"TRABD2B",-0.838206627680312
"SLC5A9",-1.45906432748538
"AL109659.2",-1.66666666666667
"SPATA6",-1.97149122807018
"AGBL4",-0.333333333333333
"BEND5",-1.25
"FAF1",-1.42865497076023
"CDKN2C",-1.10672514619883
"RNF11",-0.790536948431685
"TTC39A",-0.838157894736842
"EPS15",-0.599122807017544
"OSBPL9",-17.452485380117
"NRDC",-0.854598617756512
"AL050343.2",-0.980994152046784
"AL050343.3",-1
"TXNDC12",-0.608512020792723
"KTI12",-1.86988304093567
"BTF3L4",0.263290802764487
"ZFYVE9",-1.21588693957115
"CC2D1B",1.1640350877193
"ORC1",-3.33333333333333
"PRPF38A",-24.2858187134503
"TUT4",-1.31432748538012
"GPX7",-1.11812865497076
"SHISAL2A",-0.666666666666667
"COA7",-0.942982456140351
"ZYG11B",-1.25877192982456
"ECHDC2",0.586932073774179
"SCP2",-5.20641882483988
"PODN",-0.823830409356725
"CPT2",-2.51754385964912
"CZIB",-33.5906432748538
"MAGOH",-2.75058479532164
"AL606760.1",-0.980994152046784
"LRP8",-0.819078947368421
"GLIS1",-1.30482456140351
"NDC1",-17.7461013645224
"YIPF1",-1.09411549707602
"HSPB11",-0.824561403508772
"LRRC42",-1.64766081871345
"TMEM59",0.271989497553407
"TCEANC2",-0.855263157894737
"CYB5RL",-1.31432748538012
"MRPL37",-0.687134502923977
"SSBP3",-24.1657894736842
"ACOT11",-6.33333333333333
"MROH7",-1
"TTC4",-1.57719298245614
"PARS2",-1.32383040935673
"TTC22",-1.66033138401559
"DHCR24",-0.889108187134503
"USP24",-0.769590643274854
"AC119674.1",-4.33333333333333
"PLPP3",-6.14948830409357
"PRKAA2",-1.3000730994152
"OMA1",0.854897660818713
"TACSTD2",-0.596978557504873
"MYSM1",-1.5453216374269
"AL136985.3",-0.666666666666667
"JUN",-1.1315383365822
"LINC01135",-0.666666666666667
"LINC02777",-3.48099415204678
"LINC01358",-0.800511695906433
"AC093425.1",-1.83333333333333
"FGGY",-4.50487329434698
"HOOK1",-1.32066276803119
"CYP2J2",-2.07383040935673
"NFIA",-9.42675438596491
"NFIA-AS2",-1.31432748538012
"TM2D1",-0.955653021442495
"AC099791.2",-4
"PATJ",-0.785087719298246
"USP1",-0.869152046783626
"DOCK7",-0.955653021442495
"ANGPTL3",-1.43810916179337
"ATG4C",-1.40009746588694
"ALG6",-0.707236842105263
"ITGB3BP",-0.851461988304093
"EFCAB7",-3.97149122807018
"PGM1",-1.02046783625731
"ROR1",-3.32383040935673
"CACHD1",-1.98099415204678
"RAVER2",-2.09844054580897
"JAK1",-0.92436134195137
"LINC01359",-0.980994152046784
"AK4",-0.793906810035842
"DNAJC6",-3.33333333333333
"LEPROT",-0.810526315789474
"LEPR",-1.87621832358674
"PDE4B",-0.707236842105263
"SGIP1",-0.765107212475634
"TCTEX1D1",-3.2953216374269
"WDR78",-2.99049707602339
"MIER1",0.720175438596491
"SLC35D1",0.285818713450292
"IL12RB2",-0.833333333333333
"SERBP1",-0.769590643274854
"GADD45A",-0.8635477582846
