"","x"
"GBP1",-0.816784869976359
"GBP2",-0.960587639311044
"GBP4",-13.4304964539007
"GBP5",-0.825886524822695
"GBP6",-1
"LRRC8B",-2.6468085106383
"LRRC8C",-22.2737588652482
"LRRC8D",-0.622978723404255
"ZNF326",1.93936170212766
"ZNF644",-21.8808510638298
"HFM1",-1.33333333333333
"CDC7",-32.3709219858156
"TGFBR3",-34.1943262411348
"EPHX4",-2.66666666666667
"BTBD8",-2.44444444444444
"GLMN",-41.6056737588653
"RPAP2",2.2789598108747
"GFI1",-4.18912529550827
"EVI5",-19.9338061465721
"DIPK1A",-1.32340425531915
"MTF2",-3.03489361702128
"TMED5",-1.03566362715299
"CCDC18",1.01843971631206
"DR1",-0.602659574468085
"FNBP1L",-2.79205673758865
"BCAR3",-0.828368794326241
"DNTTIP2",-1.96028368794326
"GCLM",-0.984113475177305
"ARHGAP29",-0.986761229314421
"ABCD3",-1.11744680851064
"F3",0.516061743846475
"SLC44A3",2.08321513002364
"CNN3",-1.21551418439716
"ALG14",-1.21560283687943
"TLCD4",-4.5
"RWDD3",-7
"PTBP2",-2.61702127659574
"DPYD",0.502600472813239
"SNX7",-1.52141843971631
"PLPPR4",-1.33333333333333
"PALMD",-1
"FRRS1",-3
"AGL",-32.3709219858156
"SLC35A3",-1.31347517730496
"MFSD14A",-0.865721040189125
"SASS6",-0.970212765957447
"TRMT13",-36.9654846335697
"LRRC39",-1.31347517730496
"DBT",-2.66666666666667
"RTCA",-2.19243498817967
"CDC14A",-3.99007092198582
"VCAM1",-0.578014184397163
"EXTL2",-0.980141843971631
"SLC30A7",-0.940425531914894
"DPH5",-1.64018912529551
"S1PR1",-2.31843971631206
"COL11A1",-0.805011820330969
"RNPC3",-1.45078014184397
"AMY2B",-1.31347517730496
"PRMT6",-4
"NTNG1",-2.33333333333333
"VAV3",-1.56822695035461
"SLC25A24",-0.985106382978723
"FAM102B",-1.64018912529551
"HENMT1",-20.365011820331
"PRPF38B",-1.56822695035461
"FNDC7",-0.333333333333333
"STXBP3",-0.741328175370729
"GPSM2",-55.4482269503546
"CLCC1",-0.834893617021277
"WDR47",-6.16666666666667
"TMEM167B",-1.71744680851064
"KIAA1324",-2.66666666666667
"SARS",-6.79889676910953
"CELSR2",-1
"PSRC1",-0.960283687943262
"MYBPHL",0.313475177304965
"SORT1",-1.51932624113475
"PSMA5",-0.691150169596053
"SYPL2",-3.33333333333333
"ATXN7L2",-1.65673758865248
"CYB561D1",4.5354609929078
"AMIGO1",-2.66666666666667
"GPR61",-0.333333333333333
"GNAI3",-1.96624113475177
"GNAT2",-1
"AMPD2",-0.793617021276596
"GSTM1",-0.946707193515704
"GSTM3",-1.19574468085106
"CSF1",-1.0838905775076
"AHCYL1",-22.2340425531915
"STRIP1",-0.695390070921986
"UBL4B",-0.333333333333333
"SLC6A17",-0.666666666666667
"KCNC4",-5.66666666666667
"SLC16A4",1.79751773049645
"KCNA2",0
"KCNA3",-5.32340425531915
"CD53",-12.5627337201805
